,name,ingredients,instructions,time,serving_size,tags,calories,protein,carbohydrates,fiber,fat,sodium
1866,oats moong dal tikki recipe,"['zero', 'point', 'five', 'yellow', 'moong', 'dal', 'split', 'yellow', 'gram', 'zero', 'point', 'five', 'quick', 'cook', 'roll', 'oat', 'two', 'fresh', 'curd', 'dahi', 'three', 'grate', 'onion', 'zero', 'point', 'five', 'fine', 'chop', 'green', 'chilli', 'two', 'chaat', 'masala', 'two', 'chilli', 'powder', 'zero', 'point', 'two', 'five', 'garam', 'masala', 'zero', 'point', 'two', 'five', 'turmer', 'powder', 'haldi', 'one', 'gingergarl', 'adraklehsun', 'past', 'two', 'fine', 'chop', 'coriand', 'dhania', 'salt', 'two', 'oil', 'greas', 'cook', 'one', 'green', 'chilli', 'past']","For oats moong dal tikki To make oats moong dal tikki, clean, wash and boil the yellow moong dal in 1 cup of water in a deep pan till the dal is soft and cooked and all the water has evaporated.Drain and blend the dal in a mixer to a coarse paste.Transfer the paste into a bowl, add all the remaining ingredients and mix well.Divide the mixture into 12 equal portions and shape each portion into a 63 mm. (2½”) round flat tikki.Lightly grease a non-stick tava (griddle) with ½ tsp of oil.Cook each oats moong dal tikki, using 1/8 tsp of oil, till they turn golden brown in colour from both the sides. Evenly cooked from both the sides.Serve the oats moong dal tikki immediately with healthy green chutney.",35 Mins,4 servings,"['indian', 'tawa', 'frozen', 'food', 'indian', 'freezer', 'recip', 'frozen', 'food', 'tikki', 'cutlet', 'starter', 'snack', 'tikki', 'recip', 'collect', 'tikki', 'indian', 'veg', 'recip', 'north', 'indian', 'vegetarian', 'food', 'indiandiabeticrecip', 'healthypregn', 'ironrich', 'healthyindiansnack', 'healthyheart', 'lowcarbvegindianrecip', 'hypothyroidismvegdietindianrecip', 'diabeticstarterssnacksrecip', 'lowcaloriesnacksstart', 'pco', 'highfib', 'indiancancerrecip', 'lowcarbindiansnack', 'pregnancysnack', 'diettipsforpregnancyhypothyroid', 'pcosindian', 'highcholesterolhypothyroidismdiet', 'foreveryoungdietantiagingindiandiet', 'highfiberforweightloss', 'lowglycemicindexveg', 'healthysnackentertainingidea', 'healthyheartstartersandsnack', 'weightlosshypothyroiddiet', 'snacksforcancerpati', 'immunityboostingindian', 'highfiberpregn', 'lowglycemicvegsnacksstart', 'cancerpatientshealthyrecip']",54.0,2.7,7.7,1.1,1.3,3.2
1867,Bajra Roti in Kadhi,"['one', 'bajra', 'black', 'millet', 'flour', 'zero', 'point', 'two', 'five', 'garlic', 'lehsun', 'past', 'zero', 'point', 'five', 'chilli', 'powder', 'zero', 'point', 'two', 'five', 'turmer', 'powder', 'haldi', 'zero', 'point', 'five', 'coriandercumin', 'seed', 'dhaniajeera', 'powder', 'two', 'oil', 'salt', 'bajra', 'black', 'millet', 'flour', 'roll', 'one', 'besan', 'bengal', 'gram', 'flour', 'one', 'fresh', 'curd', 'dahi', 'two', 'ghee', 'zero', 'point', 'five', 'mustard', 'seed', 'rai', 'sarson', 'zero', 'point', 'five', 'cumin', 'seed', 'jeera', 'zero', 'point', 'two', 'five', 'asafoetida', 'hing', 'one', 'gingergreen', 'chilli', 'past', 'one', 'whole', 'dri', 'kashmiri', 'red', 'chilli', 'broken', 'piec', 'three', 'curri', 'leav', 'kadi', 'patta', 'salt', 'one', 'sugar']","For the bajra rotisCombine all the ingredients in a deep bowl, mix well and knead into a semi-soft dough using enough warm water.Divide the dough into 3 equal portions.Roll a portion of the dough into a 125 mm. (5”) diameter circle using a little bajra flour for rolling.Heat a non-stick tava (griddle) on a high flame and when hot, place the roti gently over it.Cook it till small blisters appear on the surface. Turn over the roti and cook for a few more seconds.Cook it on an open flame using a pair of tongs till it puffs up and brown spots appear on both the sides.Repeat steps 3 to 6 to make 2 more rotis.Cool slightly and cut each roti into small squares and keep aside.For the kadhiCombine the besan, curds and 1 cup of water in a deep bowl and mix well using a whisk. Keep aside.Heat the ghee in a deep non-stick pan, add the mustard seeds, cumin seeds and asafoetida.When the seeds crackle, add the ginger-green chilli paste, red chillies and curry leaves and sauté on a medium flame for 30 seconds.Add the besan-curd mixture, salt and sugar, mix well and cook on a medium flame for 5 minutes, while stirring continuously. Keep aside.How to proceedJust before serving, re-heat the kadhi, add the bajra roti pieces, mix gently and cook on a medium flame for 2 minutes, while stirring occasionally.Serve immediately.",30 Mins,4 servings,"['indian', 'lunch', 'lunch', 'roti', 'indian', 'dal', 'kadhi', 'kadhi', 'recip', 'across', 'india', 'indian', 'veg', 'recip', 'collect', 'gujarati', 'dal', 'kadhi', 'pregnancydalsandveget']",220.0,5.7,24.9,3.3,9.7,14.9
1868,masala chickpeas recipe,"['three', 'soak', 'cook', 'kabuli', 'chana', 'white', 'chick', 'pea', 'two', 'oliv', 'oil', 'one', 'zero', 'point', 'five', 'chilli', 'powder', 'one', 'cumin', 'seed', 'jeera', 'powder', 'one', 'chaat', 'masala', 'one', 'garlic', 'lehsun', 'powder', 'salt']","Baked masala chickpeas To make baked masala chickpeas, in a deep bowl put soaked and cooked chickpeas. Add olive oil and salt.Add the remaining spices and mix well.Put the chickpeas on a baking tray and spread with a spoon.Bake in a pre-heated oven at 180°c (360°f) for 45 minutes, turn the chickpeas over after 23 minutes.Cool for 10 minutes and serve.Roasted masala chickpeas To make roasted masala chickpeas, in a deep bowl put soaked and cooked chickpeas. Add olive oil and salt. Mix well.Transfer the mixture into a broad non-stick pan, mix it gently and cook on medium flame for 22 minutes, while stirring occasionally.Add the remaining spices and mix well.Cook on a slow flame for 2 minutes.Cool for 10 minutes and serve.",20 Mins,4 servings,"['nonstick', 'pan', 'starter', 'snack', 'even', 'tea', 'snack', 'b', 'vitamin', 'calcium', 'rich', 'indian', 'recip', 'calcium', 'rich', 'indian', 'starter', 'snack', 'forev', 'young', 'diet', 'anti', 'age', 'indian', 'diet', 'recip', 'beautiul', 'hair', 'glutenfreeindiandessert', 'snacksformarathonersenduranceathletestriathlet', 'healthylunchworkrecip']",407.0,16.8,59.9,27.8,11.2,23.7
1869,walnut dip recipe,"['zero', 'point', 'five', 'chop', 'walnut', 'akhrot', 'one', 'paneer', 'cottag', 'chees', 'cube', 'two', 'milk', 'zero', 'point', 'five', 'fresh', 'curd', 'dahi', 'salt', 'cream', 'cracker', 'biscuit']","For walnut dipTo make walnut dip, combine ¼ cup of walnuts, paneer, milk, curds and salt and blend in a mixer to a smooth mixture.Transfer the mixture into a bowl, add the remaining ¼ cup of walnuts and mix well.Refrigerate the walnut dip for at least 1 hour and serve chilled with cream cracker biscuits.",10 Mins,4 servings,"['side', 'dish', 'indian', 'vegetarian', 'dip', 'indian', 'sauc', 'indian', 'veg', 'recip', 'jain', 'jain', 'intern', 'high', 'omega', 'three', 'fatti', 'acid', 'vitaminerichrecipesforeyehealthandvis']",49.0,1.7,1.2,0.1,4.0,1.2
1870,low calorie spinach soup recipe,"['three', 'shred', 'spinach', 'palak', 'wash', 'drain', 'one', 'oliv', 'oil', 'one', 'grate', 'garlic', 'lehsun', 'zero', 'point', 'five', 'chop', 'onion', 'one', 'low', 'fat', 'milk', 'ninetynineseven', 'fatfre', 'salt']","For low calorie spinach soup To make low calorie spinach soup, heat the oil in a deep non-stick pan, add the garlic and onions and sauté on a medium flame for 1 minute or till the onions turn translucent.Add the spinach and sauté on a medium flame for 2 minutes.Add 1½ cups of water, mix well and bring to boil (approx. 2 to 3 minutes), while stirring once in between.Cool slightly and blend in a mixer till smooth.Transfer the mixture into a deep non-stick pan, add the milk, salt and pepper, mix well and cook on a medium flame for 2 minutes, while stirring occasionally.Serve the low calorie spinach soup.",23 Mins,4 servings,"['nonstick', 'pan', 'indian', 'soup', 'low', 'calori', 'vegetarian', 'soup', 'calcium', 'rich', 'indian', 'recip', 'calcium', 'indian', 'rich', 'soup', 'indian', 'pregnanc', 'recip', 'pregnanc', 'first', 'trimest', 'indian', 'vitamin', 'rich', 'beta', 'caroten', 'retinol', 'healthypregn', 'calciumrich', 'pregnancyfirsttrimest', 'vitaminarichindianvegetarianrecip', 'calciumrichsoup', 'vitaminarichrecipesforhealthyey']",49.0,2.9,5.7,1.3,1.6,52.2
1871,cluster beans poriyal recipe,"['one', 'oil', 'zero', 'point', 'five', 'mustard', 'seed', 'rai', 'sarson', 'zero', 'point', 'two', 'five', 'urad', 'dal', 'split', 'black', 'lentil', 'five', 'six', 'curri', 'leav', 'kadi', 'patta', 'one', 'fine', 'chop', 'garlic', 'lehsun', 'zero', 'point', 'five', 'fine', 'chop', 'onion', 'asafoetida', 'hing', 'one', 'fine', 'chop', 'green', 'chilli', 'two', 'chop', 'cluster', 'bean', 'gavarfali', 'zero', 'point', 'two', 'five', 'turmer', 'powder', 'haldi', 'zero', 'point', 'one', 'two', 'five', 'salt', 'advis', 'doctor', 'dietitian', 'three', 'freshli', 'grate', 'coconut']","For cluster beans poriyal To make cluster beans poriyal, heat the oil in a non-stick kadhai and add the mustard seeds, urad dal and curry leaves.When the seeds crackle, add the garlic, onions, green chillies and asafoetida and sauté on medium flame for 2 minutes.Add the cluster beans and turmeric powder and sauté on medium flame for 3 minutes.Add ½ cup of water and mix well. Cover and cook on medium flame for 8 to 10 minutes or until done, while stirring occasionally.Add the salt and coconut and mix well.Serve cluster beans poriyal hot.",25 Mins,4 servings,"['indian', 'dinner', 'dinner', 'sabzi', 'south', 'indian', 'dinner', 'indian', 'lunch', 'lunch', 'sabzi', 'sabzi', 'curri', 'sukhi', 'sabzi', 'semidri', 'sabzi', 'tradit', 'indian', 'sabzi', 'diabetesandkidneyfriendlyrecip']",66.0,2.3,8.6,4.2,4.9,99.4
1872,"Fresh Fruits with Coconut Cream Sauce recipe, Thai Recipes","['six', 'chop', 'mix', 'fruit', 'one', 'coconut', 'cream', 'four', 'cornflour', 'five', 'sugar', 'two', 'lemon', 'juic', 'zero', 'point', 'two', 'five', 'rose', 'essenc']","For the coconut cream sauce Dissolve the cornflour in 1 cup of water.Heat the coconut cream with the sugar and when it comes to the boil, add the cornflour mixed with water.Simmer for 1 minute and strain.Cool completely.Add the fresh cream sauce on the top of the fruit.Refrigerate till chilled.How to proceed Arrange the fruits in serving bowl.Pour the coconut cream sauce on top of the fruit.Serve chilled, garnished with mint leaves. TipsServe this on a bed of crushed ice.You can use a melon scoop to get round balls of fruit.",20 Mins,4 servings,"['indian', 'dessert', 'sweet', 'fruit', 'base', 'indian', 'dessert', 'thai', 'vegetarian', 'thai', 'dessert', 'healthi', 'indian', 'salad', 'recip', 'healthi', 'toss', 'mix', 'salad', 'cook', 'parti', 'island', 'parti', 'healthynocooksaladsjusttossmix']",267.0,2.5,47.6,8.0,7.7,34.7
1873,mixed sprouts wrap,"['two', 'oliv', 'oil', 'oil', 'two', 'gingergarl', 'adraklehsun', 'past', 'zero', 'point', 'seven', 'five', 'fine', 'chop', 'spring', 'onion', 'onion', 'one', 'zero', 'point', 'five', 'boil', 'mix', 'sprout', 'chana', 'matki', 'one', 'crumbl', 'paneer', 'cottag', 'chees', 'zero', 'point', 'five', 'turmer', 'powder', 'haldi', 'two', 'chilli', 'powder', 'zero', 'point', 'two', 'five', 'fine', 'chop', 'coriand', 'dhania', 'one', 'lemon', 'juic', 'salt', 'zero', 'point', 'seven', 'five', 'low', 'fat', 'curd', 'dahi', 'three', 'fine', 'chop', 'mint', 'leav', 'phudina', 'zero', 'point', 'two', 'five', 'mustard', 'rai', 'sarson', 'powder', 'zero', 'point', 'two', 'five', 'powder', 'sugar', 'salt', 'one', 'onion', 'ring', 'chaat', 'masala', 'four', 'roti', 'oil', 'greas', 'cook']","For the sprouts stir-fry Heat the oil in a deep non-stick pan, add the ginger-garlic paste and spring onion whites and sauté till the onions turn translucent.Add the boiled mixed sprouts, paneer, turmeric powder, chilli powder and salt, mix well and cook on a medium flame for 5 minutes, while stirring continuously.Add the coriander and lemon juice. Mix well and keep aside to cool.Divide the filling into 4 equal portions.Mint curd dressing In a bowl combine low-fat curds, chopped mint leaves leaves, mustard powder, sugar and salt. Mix well and keep aside.Chaat masala onion mixture Combine the onion rings with chaat masala in a bowl, mix well and keep aside.How to proceed Place a roti on a clean dry surface and arrange ¼th of the sprouts stir-fry in a row in the centre of the roti.Arrange ¼ cup of onion rings and ¼th of the mint dressing over it and roll it up tightly.Repeat with the remaining ingredients to make 3 more wraps.Heat a non-stick tava (griddle) and grease it well using 1/2 tsp oil.Place 2 to 3 rolls at a time and cook them on a medium flame using 1/2 tsp oil, till light brown and crisp from all the sides.Wrap a tissue paper around each mixed sprouts wrap and serve immediately.",25 Mins,4 servings,"['nonstick', 'pan', 'main', 'cours', 'recip', 'indian', 'tiffin', 'box', 'lunch', 'box', 'dabba', 'one', 'dish', 'vegetarian', 'meal', 'one', 'meal', 'dinner', 'starter', 'snack', 'indian', 'roll', 'veg', 'roll', 'sprout', 'sproutssnack', 'magnesiumrichstarterssnack']",406.0,14.9,42.2,7.4,20.4,30.8
1874,mini carrot cabbage and buckwheat pancake recipe,"['zero', 'point', 'two', 'five', 'grate', 'carrot', 'zero', 'point', 'two', 'five', 'fine', 'chop', 'cabbag', 'zero', 'point', 'five', 'buckwheat', 'kuttu', 'kutti', 'daro', 'one', 'ginger', 'adrak', 'past', 'one', 'green', 'chilli', 'past', 'one', 'roast', 'crush', 'cumin', 'seed', 'jeera', 'one', 'dri', 'mango', 'powder', 'amchur', 'zero', 'point', 'one', 'two', 'five', 'salt', 'one', 'zero', 'point', 'five', 'oil', 'cook']","For carrot cabbage and buckwheat pancakeClean, wash and soak the buckwheat in ½ cup water in a deep bowl and keep aside for 20 minutes.Blend the soaked buckwheat in a mixer along with the water till smooth.Transfer the mixture into a deep bowl, add all the remaining ingredients and mix well.Heat a non-stick mini pancake pan and grease it with ½ tsp of oil.Pour 1 tbsp of the batter into each of the 7 pancake moulds and spread it in a circular motion to make a 63 mm. (2½"") diameter round.Cook them till they turn golden brown in colour from both the sides.Repeat steps 5 and 6 to make 10 more mini pancakes in 2 more batches.Serve the carrot cabbage and buckwheat pancake immediately.",35 Mins,4 servings,"['nonstick', 'pan', 'indian', 'breakfast', 'recip', 'breakfast', 'chilla', 'indian', 'pancak', 'healthi', 'indian', 'breakfast', 'healthi', 'chilla', 'recip', 'pancak', 'high', 'blood', 'pressur', 'indian', 'recip', 'diabetesandhighbloodpressurediet', 'lowsodiumbreakfast']",21.0,0.5,3.3,0.5,0.6,24.3
1875,mixed sprouts poha recipe,"['one', 'zero', 'point', 'five', 'beaten', 'rice', 'poha', 'one', 'zero', 'point', 'five', 'boil', 'mix', 'sprout', 'one', 'peanut', 'oil', 'zero', 'point', 'five', 'mustard', 'seed', 'rai', 'sarson', 'zero', 'point', 'five', 'fine', 'chop', 'onion', 'one', 'fine', 'chop', 'green', 'chilli', 'zero', 'point', 'five', 'turmer', 'powder', 'haldi', 'salt', 'one', 'lemon', 'juic', 'one', 'chop', 'fine', 'chop', 'coriand', 'dhania']","For mixed sprouts pohaTo make mixed sprouts poha, place the beaten rice on a sieve and wash lightly. Drain and leave aside for 10 minutes.Heat the oil in a non-stick pan and add the mustard seeds.When the seeds crackle, add the onions and green chillies and sauté on a medium flame for a few minutes or till the onion turn light brown in colour.Add the mixed sprouts and sauté on a medium flame for 1 to 2 minutes.Add the turmeric powder and salt, mix well and cook on a medium flame for 1 minute.Add ¼ cup of water, mix well and cook on a medium flame for 1 to 2 minutes.Add the beaten rice and lemon juice and mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously.Serve the mixed sprouts poha hot garnished with coriander.",18 Mins,4 servings,"['nonstick', 'pan', 'starter', 'snack', 'even', 'tea', 'snack', 'quick', 'even', 'snack', 'high', 'protein', 'indian', 'breakfast', 'high', 'protein', 'indian', 'starter', 'snack', 'indian', 'diabet', 'recip', 'diabet', 'indian', 'snack', 'starter', 'diabeticstarterssnacksrecip', 'highproteinindianbreakfastrecipeshealthyproteinrichbreakfast', 'sprout', 'highproteinstarterssnack', 'indianveganrecipesforkid', 'sproutssnack']",164.0,5.7,30.6,3.5,2.1,6.7
1876,cumin seed crackers recipe,"['zero', 'point', 'seven', 'five', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'one', 'zero', 'point', 'five', 'cornflour', 'two', 'maiz', 'flour', 'makai', 'ka', 'atta', 'two', 'low', 'fat', 'milk', 'ninetynineseven', 'fatfre', 'zero', 'point', 'two', 'five', 'quick', 'cook', 'roll', 'oat', 'zero', 'point', 'five', 'cumin', 'seed', 'jeera', 'one', 'low', 'fat', 'curd', 'dahi', 'one', 'oil', 'salt', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'roll', 'one', 'oil', 'greas']","For cumin seeds crackerTo make cumin seeds cracker, combine all the ingredients in a bowl, mix well and knead into a firm dough using enough water.Divide the dough into 2 equal portions.Roll a portion into 20 cm (7. 8 inches) circle in diameter, using a little whole wheat flour.Prick with the help of a fork and trim the edges from 4 sides to form a square.Cut them into 9 squares of 50 mm. (2"") using a pizza cutter or a sharp knife.Repeat steps 3 to 5 to make more squares.Using the dough that was trimmed at step 4 and the edges of the rolled dough after cutting into 9 pieces at step 5, you can make 4 to 6 more crackers.Place them on a greased baking tray and bake in a pre-heated oven for 30 minutes at 160°c (320°f) or until lightly brown and crisp.Cool the cumin seeds cracker completely and serve or store in an air-tight container.",10 Mins,4 servings,"['oven', 'indian', 'travel', 'food', 'indian', 'travel', 'food', 'dri', 'snack', 'starter', 'snack', 'bake', 'indian', 'vegetarian', 'snack', 'eggless', 'biscuit', 'even', 'tea', 'snack', 'jain', 'snack', 'healthyjarsnack', 'thalassemia']",33.0,0.9,5.0,0.8,1.2,1.7
1877,pumpkin paratha recipe,"['zero', 'point', 'seven', 'five', 'grate', 'red', 'pumpkin', 'bhopla', 'kaddu', 'zero', 'point', 'five', 'bajra', 'black', 'millet', 'flour', 'zero', 'point', 'five', 'jowar', 'white', 'millet', 'flour', 'zero', 'point', 'two', 'five', 'fine', 'chop', 'mint', 'leav', 'phudina', 'one', 'gingergreen', 'chilli', 'past', 'salt', 'jowar', 'white', 'millet', 'flour', 'roll', 'two', 'oil', 'cook']","For pumpkin paratha To make pumpkin paratha, combine all the ingredients in a deep bowl and knead into a soft dough without using water.Divide the dough into 8 equal portions.Roll a portion of the dough into a 125 mm. (5"") diameter circle using a little jowar flour for rolling.Heat a non-stick tava (griddle) and cook the paratha, using ¼ tsp oil, till it turns golden brown in colour from both the sides.Repeat steps 3 and 4 to make 7 more parathas.Serve pumpkin paratha immediately.",30 Mins,4 servings,"['tava', 'indian', 'breakfast', 'recip', 'paratha', 'breakfast', 'thepla', 'breakfast', 'roti', 'puri', 'paratha', 'allinon', 'paratha', 'differ', 'kind', 'paratha', 'indian', 'veg', 'recip', 'north', 'indian', 'vegetarian', 'food', 'punjabi', 'glutenfreeparatha', 'rotisparathastocontrolacid']",58.0,1.6,9.1,1.4,1.7,1.8
1878,Masoor Dal with Mixed Vegetables recipe,"['one', 'masoor', 'split', 'red', 'lentil', 'dal', 'zero', 'point', 'seven', 'five', 'chop', 'boil', 'mix', 'veget', 'carrot', 'french', 'bean', 'zero', 'point', 'two', 'five', 'boil', 'cauliflow', 'floret', 'zero', 'point', 'five', 'chop', 'tomato', 'one', 'zero', 'point', 'five', 'ghee', 'one', 'cumin', 'seed', 'jeera', 'zero', 'point', 'five', 'chop', 'onion', 'zero', 'point', 'five', 'ginger', 'adrak', 'past', 'two', 'garlic', 'lehsun', 'past', 'one', 'green', 'chilli', 'past', 'zero', 'point', 'five', 'turmer', 'powder', 'haldi', 'one', 'chilli', 'powder', 'two', 'dri', 'mango', 'powder', 'amchur', 'salt', 'two', 'fine', 'chop', 'coriand', 'dhania']","Combine the masoor dal and 2 cups of water in a pressure cooker, mix well and pressure cook for 3 whistles. Allow the steam to escape before opening the lid.Heat the ghee in a deep non-stick pan and add the cumin seeds.When the seeds crackle, add the onions and sauté on a medium flame for 2 minutes. Add the ginger paste, garlic paste, green chilli paste, mixed vegetables and cauliflower florets, mix well and cook on a medium flame for 2 minutes, while stirring occasionally. Add the cooked dal, tomatoes, turmeric powder, chilli powder, dried mango powder, salt and 2 cups of water, mix well and cook on a medium flame for 4 to 5 minutes, while stirring occasionally. Add the coriander and mix well. Serve hot.",42 Mins,4 servings,"['nonstick', 'pan', 'pressur', 'cooker', 'main', 'cours', 'recip', 'indian', 'dal', 'kadhi', 'popular', 'dal', 'india', 'antioxid', 'rich', 'indian', 'zincrichfood', 'antioxidantrichflavonoid', 'isoflavonesatypeofflavonoidsantioxid']",135.0,7.2,18.3,3.8,3.6,9.9
1879,Pomegranate Pear Infused Coconut Water,"['three', 'pomegran', 'anar', 'six', 'pear', 'cube', 'two', 'zero', 'point', 'two', 'five', 'coconut', 'water', 'nariy', 'ka', 'pani']","Put the pomegranate in the infusing tube.Fill the bottle with coconut water, place the infusing tube in it and with a help of a spoon mash the pomegranate lightly for 1 minute.Put the pear cubes in the infusing tube and close it tightly.Close the lid of the bottle tightly and shake it lightly.Keep aside to infuse for 4 hours.",5 Mins,4 servings,"['indian', 'beverag', 'indian', 'drink', 'low', 'calori', 'indian', 'beverag', 'antioxid', 'rich', 'indian', 'antioxid', 'drink', 'detox', 'water', 'fruit', 'infus', 'water', 'detox', 'water', 'coconut', 'water', 'fruit', 'healthi', 'indian', 'drink', 'juic', 'detoxwaterfruitinfusedwaterwithcoconutwaterandfruit']",202.0,4.5,32.3,41.3,6.3,0.3
